customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00346,Male,0,No,Yes,17,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer,47.83,888.39,Yes
CUST-00347,Female,1,Yes,No,18,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,98.2,1804.17,No
CUST-00348,Female,0,No,No,54,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer,94.75,5189.14,Yes
CUST-00349,Male,0,Yes,Yes,25,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,No,Bank transfer,39.3,1028.11,Yes
CUST-00350,Female,0,No,No,5,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,38.07,245.07,Yes
CUST-00351,Male,0,No,Yes,3,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,83.54,304.95,No
CUST-00352,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,64.72,1909.75,Yes
CUST-00353,Female,1,Yes,No,58,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,98.81,5767.69,No
CUST-00354,Female,0,Yes,Yes,16,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No,One year,No,Mailed check,20.46,348.13,No
CUST-00355,Male,0,Yes,Yes,42,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,80.26,3462.1,Yes
CUST-00356,Female,0,No,No,65,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,92.53,,No
CUST-00357,Female,0,Yes,No,33,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,119.33,4021.33,Yes
CUST-00358,Male,0,No,Yes,7,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,87.24,625.7,Yes
CUST-00359,Male,0,Yes,Yes,12,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,41.65,565.67,No
CUST-00360,Female,0,No,No,7,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card,29.03,218.26,No
CUST-00361,Male,0,No,Yes,64,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,83.37,5427.99,No
CUST-00362,Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card,71.36,3053.62,Yes
CUST-00363,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,109.71,4201.91,Yes
CUST-00364,Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,92.11,5356.41,Yes
CUST-00365,Male,0,No,Yes,43,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,69.99,3046.69,Yes
CUST-00366,Female,0,Yes,Yes,8,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,59.17,543.86,No
CUST-00367,Female,0,No,Yes,36,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,59.25,2171.5,Yes
CUST-00368,Male,1,Yes,No,35,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Credit card,41.08,1462.41,No
CUST-00369,Male,1,Yes,No,27,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,No,Credit card,19.77,591.53,No
CUST-00370,Female,0,No,No,41,Yes,Yes,No,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card,76.64,3184.02,No
CUST-00371,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,39.67,1682.72,Yes
CUST-00372,Female,0,No,No,41,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.25,1624.65,No
CUST-00373,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.79,2072.1,No
CUST-00374,Male,0,No,Yes,54,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,37.34,2113.83,No
CUST-00375,Female,0,Yes,Yes,71,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,21.24,1531.35,No
CUST-00376,Female,0,No,Yes,47,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,86.77,4155.5,Yes
CUST-00377,Male,0,No,No,21,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card,58.94,1246.5,No
CUST-00378,Female,0,No,Yes,26,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,75.28,1995.44,No
CUST-00379,Male,0,No,Yes,66,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,82.97,5526.69,No
CUST-00380,Female,0,Yes,No,12,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,117.19,1433.15,No
CUST-00381,Female,0,No,Yes,44,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,24.96,1151.2,No
CUST-00382,Female,0,Yes,Yes,9,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer,60.63,633.93,No
CUST-00383,Male,0,Yes,No,8,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,43.08,439.08,Yes
CUST-00384,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,66.62,3540.92,Yes
CUST-00385,Female,0,No,Yes,26,Yes,No phone service,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,111.89,2936.32,No
CUST-00386,Male,0,Yes,Yes,33,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,91.85,3128.96,Yes
CUST-00387,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer,85.52,27.04,Yes
CUST-00388,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Mailed check,63.01,2022.58,Yes
CUST-00389,Male,0,No,No,70,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,86.45,6076.85,No
CUST-00390,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,21.3,1441.44,No
CUST-00391,Male,1,Yes,No,19,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card,77.8,1497.33,Yes
CUST-00392,Female,0,No,No,34,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.49,2618.29,Yes
CUST-00393,Female,0,No,No,16,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,53.36,942.02,No
CUST-00394,Male,0,Yes,No,17,Yes,No phone service,DSL,Yes,No,No,No internet service,No,Yes,One year,No,Electronic check,38.55,685.04,No
CUST-00395,Female,0,Yes,Yes,44,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card,100.37,4498.64,Yes
CUST-00396,Female,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,23.49,1257.3,No
CUST-00397,Female,1,Yes,No,67,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,No,Bank transfer,25.11,1692.27,No
CUST-00398,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,62.93,4103.33,Yes
CUST-00399,Male,0,No,Yes,0,Yes,Yes,No,No,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer,43.76,59.64,Yes
CUST-00400,Female,0,No,No,57,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,94.04,5387.72,Yes
CUST-00401,Female,0,No,Yes,25,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,82.69,2092.55,No
CUST-00402,Male,0,No,No,19,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1936.76,Yes
CUST-00403,Male,0,No,Yes,9,Yes,No phone service,No,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Credit card,51.12,546.33,Yes
CUST-00404,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Mailed check,93.53,5505.72,No
CUST-00405,Female,1,Yes,Yes,40,Yes,No,No,Yes,No,No internet service,Yes,Yes,No,Two year,No,Bank transfer,105.95,4250.8,No
CUST-00406,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,53.22,288.4,Yes
CUST-00407,Female,0,No,No,64,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,52.67,3392.33,No
CUST-00408,Female,0,No,No,16,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,109.8,1854.54,No
CUST-00409,Female,0,Yes,No,21,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,23.08,489.89,Yes
CUST-00410,Male,0,No,No,40,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,53.72,2184.01,Yes
CUST-00411,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card,30.1,2059.56,No
CUST-00412,Female,0,No,Yes,68,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,20.96,1507.7,No
CUST-00413,Male,0,No,No,10,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,29.51,371.72,Yes
CUST-00414,Male,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,61.99,3446.95,Yes
CUST-00415,Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,88.07,4460.06,No
CUST-00416,Male,0,No,Yes,20,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,47.51,1033.76,Yes
CUST-00417,Female,1,No,No,25,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card,104.67,2618.57,Yes
CUST-00418,Female,0,No,Yes,18,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,62.64,1207.74,No
CUST-00419,Female,0,Yes,Yes,59,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,116.76,6983.53,No
CUST-00420,Female,1,Yes,No,70,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,115.32,8075.61,No
CUST-00421,Female,0,Yes,Yes,46,Yes,No phone service,DSL,No,No,Yes,No internet service,No,No internet service,One year,No,Electronic check,96.87,4460.58,No
CUST-00422,Female,1,Yes,Yes,70,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,113.11,7952.15,No
CUST-00423,Male,0,Yes,No,25,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card,90.12,2261.78,Yes
CUST-00424,Female,0,Yes,No,39,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card,109.35,,No
CUST-00425,Male,0,No,Yes,4,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,42.12,241.35,Yes
CUST-00426,Male,0,No,Yes,20,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Electronic check,53.23,1121.29,No
CUST-00427,Female,0,Yes,No,3,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,94.8,304.04,Yes
CUST-00428,Male,0,No,Yes,22,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer,61.31,1414.3,No
CUST-00429,Female,0,No,Yes,14,Yes,No phone service,No,Yes,No internet service,No,No,No,No internet service,Two year,No,Credit card,103.41,1516.23,No
CUST-00430,Male,0,Yes,Yes,7,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,107.52,845.88,Yes
CUST-00431,Female,0,No,No,40,No,No,No,No internet service,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,48.57,1957.48,No
CUST-00432,Male,1,Yes,Yes,18,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No internet service,One year,Yes,Mailed check,101.99,1905.05,No
CUST-00433,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,No,Electronic check,33.73,1608.99,No
CUST-00434,Female,0,No,No,27,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,52.09,1456.59,Yes
CUST-00435,Female,0,Yes,Yes,67,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No,Two year,No,Mailed check,70.83,4781.79,No
CUST-00436,Female,0,Yes,Yes,14,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,41.1,592.47,Yes
CUST-00437,Female,1,Yes,No,36,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer,77.09,,No
CUST-00438,Male,0,Yes,No,0,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,77.03,39.42,Yes
CUST-00439,Male,0,Yes,No,66,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Credit card,39.1,2673.09,No
CUST-00440,Male,0,Yes,No,23,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,99.16,2365.46,No
CUST-00441,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,82.43,2180.84,Yes
CUST-00442,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,50.41,2023.38,Yes
CUST-00443,Female,0,No,No,62,Yes,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,No,Credit card,41.68,2586.88,Yes
CUST-00444,Female,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,107.63,6484.12,No
CUST-00445,Male,0,No,Yes,35,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Credit card,103.25,3684.78,Yes
CUST-00446,Male,0,Yes,No,23,No,No phone service,No,Yes,No,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,41.44,1020.91,No
CUST-00447,Female,1,Yes,Yes,23,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.63,532.83,Yes
CUST-00448,Male,1,No,No,3,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No,One year,No,Electronic check,100.06,381.04,Yes
CUST-00449,Female,0,No,Yes,66,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,80.78,5355.06,Yes
CUST-00450,Female,0,No,No,33,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,28.29,979.7,No
CUST-00451,Female,0,Yes,No,56,Yes,No,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card,77.91,4410.21,No
CUST-00452,Female,0,No,Yes,48,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer,64.12,3111.84,No
CUST-00453,Female,1,No,No,52,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer,97.0,5139.47,No
CUST-00454,Male,0,Yes,Yes,22,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,39.33,934.93,Yes
CUST-00455,Male,0,No,Yes,68,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,64.22,4420.88,No
CUST-00456,Female,0,Yes,Yes,52,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer,33.94,1815.93,No
CUST-00457,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.67,7071.8,No
CUST-00458,Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes,Two year,No,Credit card,97.43,3934.42,No
CUST-00459,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,93.15,5283.68,No
CUST-00460,Female,0,No,No,59,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,88.4,5308.06,No
CUST-00461,Male,0,Yes,Yes,53,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,61.18,3324.19,Yes
CUST-00462,Female,0,No,No,69,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,112.17,7769.77,No
CUST-00463,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,25.44,1468.04,Yes
CUST-00464,Female,0,No,No,9,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Electronic check,99.93,907.66,No
CUST-00465,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,39.95,1568.27,Yes
CUST-00466,Female,0,Yes,No,6,No,No,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer,51.05,353.32,No
CUST-00467,Male,0,No,No,37,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,,70.98,2679.28,No
CUST-00468,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,97.83,5896.2,No
CUST-00469,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,103.53,271.34,No
CUST-00470,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,77.54,3947.34,No
CUST-00471,Female,1,Yes,No,46,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer,59.11,2748.97,No
CUST-00472,Male,0,No,Yes,67,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,No,Credit card,114.54,7750.02,No
CUST-00473,Female,0,No,No,37,Yes,No,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,43.15,1617.11,No
CUST-00474,Male,0,Yes,Yes,35,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,99.92,3551.63,No
CUST-00475,Female,0,Yes,Yes,40,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card,80.43,3297.63,Yes
CUST-00476,Male,0,Yes,Yes,68,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer,56.44,3891.62,No
CUST-00477,Female,0,Yes,No,12,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Credit card,18.14,308.48,Yes
CUST-00478,Male,0,No,Yes,57,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.55,3628.2,Yes
CUST-00479,Female,0,No,No,49,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Two year,Yes,Electronic check,46.23,2324.1,No
CUST-00480,Female,0,No,Yes,29,Yes,No,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,28.64,886.74,Yes
CUST-00481,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,25.67,1631.91,No
CUST-00482,Male,0,Yes,No,24,No,No phone service,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card,53.45,1366.14,No
CUST-00483,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card,80.71,,No
CUST-00484,Male,0,No,Yes,50,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.43,5250.53,No
CUST-00485,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer,36.72,2085.2,No
CUST-00486,Male,0,No,No,46,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,61.31,2859.01,Yes
CUST-00487,Female,0,Yes,No,38,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,57.98,2265.92,No
CUST-00488,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,70.37,,No
CUST-00489,Male,0,No,Yes,21,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,100.58,2208.29,Yes
CUST-00490,Female,0,Yes,Yes,53,Yes,Yes,No,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.47,3965.59,No
CUST-00491,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,104.36,2122.33,Yes
CUST-00492,Male,0,No,Yes,71,No,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card,70.89,5090.47,No
CUST-00493,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,79.59,1280.65,Yes
CUST-00494,Male,0,Yes,No,58,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,No,Bank transfer,62.61,3724.31,No
CUST-00495,Male,0,Yes,Yes,30,Yes,No phone service,No,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,101.96,3092.4,No
CUST-00496,Male,1,No,Yes,41,Yes,Yes,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card,112.23,4608.14,No
CUST-00497,Female,0,Yes,No,31,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Credit card,83.19,2621.05,Yes
CUST-00498,Male,1,No,Yes,58,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,101.72,5939.19,No
CUST-00499,Female,0,No,Yes,33,No,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,24.02,891.31,No
CUST-00500,Male,0,Yes,Yes,8,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card,110.42,926.47,Yes
CUST-00501,Male,0,Yes,Yes,10,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,37.27,403.27,Yes
CUST-00502,Male,1,Yes,Yes,9,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,44.17,434.07,Yes
CUST-00503,Female,0,Yes,Yes,16,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer,23.44,414.73,No
CUST-00504,Male,0,Yes,No,67,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,116.47,7885.64,No
CUST-00505,Male,0,No,Yes,47,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,104.91,4938.87,Yes
CUST-00506,Female,0,No,Yes,51,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer,111.14,5699.79,No
CUST-00507,Male,0,Yes,No,24,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Two year,No,Bank transfer,104.42,2602.71,No
CUST-00508,Female,0,Yes,No,20,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,One year,Yes,Electronic check,66.91,1353.51,Yes
CUST-00509,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,112.26,7258.9,No
CUST-00510,Male,0,No,Yes,62,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Credit card,116.89,7282.82,No
CUST-00511,Female,1,Yes,No,50,Yes,No phone service,DSL,No,No,No,No,No internet service,Yes,One year,Yes,Credit card,69.26,3521.18,Yes
CUST-00512,Male,1,Yes,Yes,35,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,35.91,1266.8,No
CUST-00513,Female,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,No,Electronic check,85.18,5567.34,No
CUST-00514,Female,0,No,Yes,14,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,117.49,1694.95,Yes
CUST-00515,Male,1,Yes,No,38,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,106.96,4087.65,No
CUST-00516,Female,0,Yes,No,69,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card,105.91,7361.98,No
CUST-00517,Female,0,Yes,No,0,No,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,One year,Yes,Bank transfer,113.25,21.98,Yes
CUST-00518,Female,1,No,No,22,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No,One year,Yes,Bank transfer,109.18,2466.97,No
